AccidentUID,AccidentYear,AccidentMonth,AccidentWeekDay,AccidentHour,CantonCode,AccidentSeverityCategory,AccidentInvolvingMotorcycle
string,,,,,,,
meta,,,,,,,
string,,,,,,,
meta,,,,,,,
37D5FA68B77A016AE0530A8394278C34,2016.0,Jul,So,Abend,,Schwer,1.0
3D4FB40B60A30148E0530A839427928C,2016.0,Sep,Di,Abend,,Leicht,0.0
3DE07ADF47BE0154E0530A8394271761,2016.0,Sep,Di,Abend,,Leicht,1.0
4376D9FD8EC10006E0530A839427AE57,2016.0,Dez,Do,Nachmittag,,Leicht,0.0
F5944B56CC880156E0430A8394275362,2014.0,Mar,Sa,Vormittag,,Leicht,1.0
F66E9C5CFBDC0154E0430A83942786B9,2014.0,Mar,Do,Vormittag,,Leicht,0.0
3AA3463026E400C0E0530A839427117D,2016.0,Aug,Fr,Vormittag,,Leicht,1.0
4376D9FDAA810006E0530A839427AE57,2016.0,Dez,Fr,Nachmittag,,Leicht,0.0
61F36144BD6501C6E0530A839427A236,2018.0,Jan,Di,Vormittag,,Leicht,1.0
62598885701D0102E0530A839427CF5C,2018.0,Jan,Mi,Vormittag,,Leicht,0.0
68C1E800FDF901D4E0530A839427DB0C,2018.0,Mar,Mo,Nachmittag,,Leicht,0.0
6D30534A7ED5017CE0530A839427FFB1,2018.0,Mai,Fr,Nachmittag,,Schwer,0.0
6D30534BA54E017CE0530A839427FFB1,2018.0,Jun,Do,Nachmittag,,Leicht,0.0
6D311199598F011AE0530A8394270BB4,2018.0,Jun,Do,Nachmittag,,Leicht,0.0
6FA2F72866720110E0530A8394278706,2018.0,Jun,Do,Vormittag,,Leicht,0.0
708E9BD12B0301B6E0530A83942754AA,2018.0,Jul,Fr,Nacht,,Leicht,1.0
773D7C9B6E6401A8E0530A8394271D65,2018.0,Aug,Di,Nachmittag,,Leicht,0.0
7C6ADD74AC39192AE05328B9D80A1BB8,2018.0,Dez,Mi,Vormittag,,Leicht,0.0
8AC49E1A2178AEA2E05328B9D80A3A73,2019.0,Jun,Mo,Vormittag,,Leicht,0.0
8BD1281578EDAEE2E05328B9D80A3B17,2019.0,Jun,Do,Abend,,Leicht,0.0
906645B0D3DBFD53E05328B9D80AFFA3,2019.0,Aug,Do,Nachmittag,,Leicht,0.0
A1FEBC15B62D05A6E05328B9D80A6370,2020.0,Apr,Sa,Vormittag,,Schwer,0.0
A59B24483D06CE92E05328B9D80A79DA,2020.0,Mai,Do,Nachmittag,,Leicht,0.0
FD9DD896256601DEE0530AB38B020B2C,2023.0,Jun,Do,Abend,,Leicht,0.0
0483930EC71C0104E0630AB38B02A33F,2023.0,Aug,Sa,Nachmittag,,Leicht,0.0
8A52305C225D5928E05328B9D80AEE4F,2019.0,Jun,So,Abend,,Leicht,1.0
960DA32A45DDE4E2E05328B9D80AA8D2,2019.0,Okt,Do,Vormittag,,Leicht,1.0
A7B7C7C801B91A12E05329B9D80A260E,2020.0,Jun,Di,Nachmittag,,Schwer,0.0
AAF3FDAAD491B918E05328B9D80A8E31,2020.0,Aug,Sa,Vormittag,,Leicht,0.0
AF95CAE37641E873E05329B9D80A9D02,2020.0,Sep,Fr,Vormittag,,Leicht,0.0
C0431B89844C26E8E053DDB9D80A9A58,2021.0,Apr,Mo,Vormittag,,Leicht,0.0
C15B83273D178B92E053DDB9D80ADF00,2021.0,Mai,Mi,Vormittag,,Leicht,0.0
C5392F0434F2ABBBE053DDB9D80ABD6F,2021.0,Mai,So,Abend,,Schwer,1.0
C5E81704FEB2F3A1E053DDB9D80ACB7E,2021.0,Jun,Mi,Abend,,Schwer,0.0
C8A38811714E4D39E053DDB9D80A5FA0,2021.0,Aug,Mi,Nachmittag,,Leicht,0.0
C8B79B4856720EA5E053DDB9D80A1F98,2021.0,Jul,Di,Abend,,Leicht,0.0
CCABF1E5B22907D3E053DDB9D80AFC2D,2021.0,Sep,Sa,Nachmittag,,Leicht,0.0
DB733FDBC80D0184E0530AB38B023A59,2022.0,Mar,Fr,Nachmittag,,Schwer,0.0
E070FE8086AF0146E0530AB38B02655F,2022.0,Jun,Mi,Abend,,Leicht,0.0
E4B451363C270188E0530AB38B021E15,2022.0,Jul,Do,Vormittag,,Leicht,1.0
E5650900525301F6E0530AB38B025ACD,2022.0,Mar,Mi,Nachmittag,,Leicht,0.0
EF251FE40C1C0178E0530AB38B02AB6A,2022.0,Dez,Mi,Vormittag,,Leicht,0.0
F4BA20FFF9850284E0530AB38B029188,2023.0,Feb,Di,Vormittag,,Leicht,0.0
FFA8625C34890156E0530AB38B02D82E,2023.0,Jul,Mi,Vormittag,,Schwer,0.0
0433094930570174E0630AB38B02B4E3,2023.0,Sep,Do,Nachmittag,,Leicht,0.0
04C03456BB960268E0630AB38B02E106,2023.0,Sep,Fr,Abend,,Leicht,0.0
097A1BA27A8B01A2E0630AB38B02A839,2023.0,Okt,So,Nachmittag,,Leicht,0.0
0B9735DA298401E0E0630AB38B02C525,2023.0,Dez,Mi,Vormittag,,Leicht,0.0
9F9FC69C22DF70AAE0430A865E3370AA,2011.0,Apr,Mo,Nachmittag,,Leicht,0.0
A05551C5DB5DF054E0430A865E33F054,2011.0,Apr,Mi,Nachmittag,,Leicht,0.0
A05551C5FA4CF054E0430A865E33F054,2011.0,Apr,So,Vormittag,,Schwer,0.0
A0CA406C690B40BCE0430A865E3340BC,2011.0,Apr,Sa,Nachmittag,,Schwer,0.0
B14E59CCA57B000CE0430A839427000C,2011.0,Okt,Mi,Vormittag,,Leicht,0.0
CD811FAB9F793BA0E053DDB9D80AC607,2021.0,Okt,Fr,Nachmittag,,Leicht,0.0
DF38311594E401ACE0530AB38B028B1A,2022.0,Mai,Mi,Nachmittag,,Leicht,0.0
E87679EA1B9D0162E0530AB38B02BAC4,2022.0,Sep,Mo,Vormittag,,Leicht,0.0
FACBB29F20F30158E0530AB38B0275E8,2023.0,Mai,Sa,Nachmittag,,Leicht,0.0
9965818AA56DF000E0430A865E33F000,2011.0,Jan,Di,Nachmittag,,Schwer,0.0
AE9BC5F0B6E6019CE0430A839427019C,2011.0,Okt,Do,Vormittag,,Leicht,0.0
B3F459735EF60028E0430A8394270028,2011.0,Dez,Di,Vormittag,,Leicht,0.0
BC9EEFBDE4F20038E0430A8394270038,2012.0,Apr,Fr,Nachmittag,,Leicht,0.0
C474069C14D200FEE0430A839427FB8A,2012.0,Aug,Mi,Vormittag,,Leicht,0.0
C474AA0CC93800EEE0430A8394274822,2012.0,Jun,Mi,Nachmittag,,Schwer,0.0
C474AA0D1F1F00EEE0430A8394274822,2012.0,Jul,Mi,Vormittag,,Schwer,0.0
C474AA0DF49C00EEE0430A8394274822,2012.0,Aug,Sa,Vormittag,,Leicht,0.0
D02C56D472D300DEE0430A8394279804,2013.0,Jan,Mi,Nachmittag,,Leicht,0.0
D02C646F15860168E0430A8394278F86,2012.0,Dez,Do,Abend,,Schwer,0.0
D1318D572D9E00DEE0430A8394270CC6,2012.0,Nov,So,,ZH_CH,Leicht,0.0
D3C82505A74A0178E0430A839427BB02,2013.0,Jan,Mo,Nachmittag,,Leicht,0.0
D688A0CCF343003AE0430A8394278468,2013.0,Mar,Sa,Vormittag,,Leicht,0.0
DB79FA1815D701A0E0430A83942717DF,2013.0,Mai,Di,Nachmittag,,Schwer,0.0
DB79FA18523A01A0E0430A83942717DF,2013.0,Mai,Mo,Abend,,Leicht,0.0
DB7C2A4E9FA000AEE0430A8394274827,2013.0,Mai,Di,Nachmittag,,Leicht,0.0
DD351C020EBA0048E0430A8394277EE8,2013.0,Mai,So,Nachmittag,,Leicht,0.0
DF6B3D2B0B7D0146E0430A839427F5E5,2013.0,Jun,Mi,Nachmittag,,Leicht,0.0
DF6B3D2B15790146E0430A839427F5E5,2013.0,Jun,Di,Nachmittag,,Leicht,0.0
E2A1158F4D3F0228E0430A8394272C16,2013.0,Aug,Do,Abend,,Schwer,0.0
E78678592E050132E0430A8394275F98,2013.0,Okt,Fr,Nachmittag,,Leicht,0.0
04317F79F8270140E0530A8394276715,2014.0,Okt,Fr,Nachmittag,,Leicht,0.0
092346D977F801BAE0530A8394279BCC,2014.0,Okt,Fr,Vormittag,,Leicht,0.0
1308E30199F201B8E0530A839427093C,2015.0,Apr,Do,Nachmittag,,Leicht,0.0
175B5CF7DB8C0080E0530A839427E20B,2015.0,Jun,Fr,Vormittag,,Leicht,0.0
1C4E65998B6E00A8E0530A8394277D4A,2015.0,Aug,Do,Nachmittag,,Schwer,0.0
1D1A3C27B8C500A4E0530A8394279CFD,2015.0,Aug,Fr,Nachmittag,,Leicht,0.0
23A150712F1301E6E0530A839427649B,2015.0,Nov,So,Nachmittag,,Schwer,1.0
39703FB27C400188E0530A83942728E5,2016.0,Aug,Mo,Vormittag,,Leicht,0.0
C474AA0D2D4100EEE0430A8394274822,2012.0,Jul,So,Vormittag,,Leicht,0.0
DB7C2A4E5DDF00AEE0430A8394274827,2013.0,Mai,Fr,Nachmittag,,Leicht,0.0
DEFAAA887739016AE0430A8394270434,2013.0,Jun,Mo,Nacht,,Schwer,0.0
E2B864591CC80114E0430A83942726C2,2013.0,Jun,Sa,Nachmittag,,Leicht,0.0
E7995C77D55101B4E0430A83942716B3,2013.0,Nov,Mo,Abend,,Leicht,0.0
F6617F36D920026AE0430A839427B790,2014.0,Apr,Do,Vormittag,,Leicht,0.0
F661E454485902C8E0430A8394275070,2014.0,Apr,Fr,Vormittag,,Leicht,0.0
FD3213F4E614012EE0430A8394272DEA,2014.0,Jul,So,Vormittag,,Leicht,1.0
FD32FC3B173E01E8E0430A8394271135,2014.0,Jul,Do,Nachmittag,,Schwer,0.0
1D1A304198B100DEE0530A839427F3F1,2015.0,Aug,Do,Nachmittag,,Leicht,0.0
20BB6B4BDD9001D2E0530A839427740E,2015.0,Okt,Mo,Nachmittag,,Leicht,0.0
33732CD1FA55013AE0530A83942725F9,2016.0,Mai,Do,Nacht,,Leicht,0.0
3525EBA74251000CE0530A839427D810,2016.0,Jun,Fr,Nachmittag,,Schwer,0.0
37E51A7894410164E0530A8394276820,2016.0,Jul,So,Nachmittag,,Leicht,0.0
397048BAF8E301B0E0530A8394274F98,2016.0,Aug,Mo,Nachmittag,,Leicht,0.0
3A3FAEB5B89D01D4E0530A839427D7D3,2016.0,Aug,Sa,Vormittag,,Leicht,0.0
3DE07ADF4D0F0154E0530A8394271761,2016.0,Sep,So,Nachmittag,,Schwer,0.0
3DF29D1317D10132E0530A83942782A2,2016.0,Okt,Fr,Nachmittag,,Leicht,0.0
3F7D79F929B400A6E0530A8394275316,2016.0,Sep,Mi,Nachmittag,,Leicht,0.0
68C1E801422601D4E0530A839427DB0C,2018.0,Apr,Sa,Nachmittag,,Leicht,0.0
6D30534C0490017CE0530A839427FFB1,2018.0,Jun,Sa,Vormittag,,Leicht,0.0
6E0A77A9612A00AAE0530A839427AD33,2018.0,Jun,Sa,Abend,,Leicht,0.0
707A4D399A5D0118E0530A83942721A2,2018.0,Jul,Mo,Nachmittag,,Leicht,0.0
73C22A23E6D501E6E0530A83942758D9,2018.0,Aug,Mo,Vormittag,,Leicht,0.0
7415CD36B36C01BAE0530A8394272E04,2018.0,Aug,Mi,Nachmittag,,Leicht,0.0
741996E9543801DCE0530A83942782FC,2018.0,Aug,So,Vormittag,,Leicht,0.0
75685346E9520220E0530A839427B775,2018.0,Sep,So,Vormittag,,Leicht,1.0
77F10746692402F2E0530A8394277E07,2018.0,Sep,Fr,Nacht,,Schwer,0.0
7972B84B82A001F0E0530A83942727FC,2018.0,Nov,Fr,Nachmittag,,Leicht,0.0
7CAB539C975A195EE05328B9D80AC752,2018.0,Nov,Di,Vormittag,,Schwer,0.0
81E9192E34C6EBC7E05328B9D80A2631,2019.0,Feb,Fr,Vormittag,,Leicht,0.0
87A5C6DB12D44E9FE05329B9D80A1BE2,2019.0,Apr,So,Nachmittag,,Leicht,0.0
8A523E0434C95930E05328B9D80A833B,2019.0,Jun,Mo,Nachmittag,,Leicht,0.0
707B8095A27C01E0E0530A8394274C4B,2018.0,Jul,Sa,Nacht,,Leicht,0.0
721BB5F1837E01D2E0530A8394278AA3,2018.0,Aug,Fr,Nachmittag,,Leicht,0.0
7E38B7372DBFAD15E05328B9D80A2140,2019.0,Jan,Di,Nachmittag,,Schwer,0.0
8572EC462B76C1ABE05328B9D80A6B01,2019.0,Mar,Mi,Vormittag,,Leicht,1.0
8ACB153EB3ABAEAAE05328B9D80A4F4A,2019.0,Jun,Mo,Nachmittag,,Leicht,0.0
8B1B85EF4804AEB2E05328B9D80A9999,2019.0,Jun,Di,Vormittag,,Leicht,0.0
8EB807814D4174E1E05328B9D80A7101,2019.0,Aug,So,Abend,,Schwer,0.0
950AD5F54A57D8D2E05329B9D80A69BA,2019.0,Okt,Sa,Vormittag,,Leicht,0.0
9C8E8953D7729DA6E05329B9D80A054F,2020.0,Jan,Di,Vormittag,,Leicht,0.0
A8A8809CD5EA1C75E05328B9D80A0C0C,2020.0,Jun,Mo,Nachmittag,,Leicht,0.0
A9C09DFC77AA71C2E05328B9D80AC091,2020.0,Jun,Mo,Nachmittag,,Leicht,0.0
AAF3FDAAD8E1B918E05328B9D80A8E31,2020.0,Aug,So,Nacht,,Schwer,0.0
ABE822AFFC8FEA71E05329B9D80ABE6F,2020.0,Mai,Mi,Vormittag,,Schwer,0.0
AEF10D1D5FE1C449E05329B9D80AF98B,2020.0,Sep,Do,Abend,,Leicht,0.0
B6A388685D4902C5E053DDB9D80AA249,2021.0,Jan,Sa,Nachmittag,,Leicht,0.0
B88A5FDA24C77767E053DDB9D80A8448,2021.0,Jan,Mo,Nachmittag,,Leicht,0.0
BF74063BAFAF8F0DE053DDB9D80A967C,2021.0,Apr,Sa,Nachmittag,,Leicht,0.0
C6235601CDDCCD5DE053DDB9D80A0B36,2021.0,Jul,Do,Nachmittag,,Leicht,0.0
C7237DAD19891BA1E053DDB9D80AAD88,2021.0,Jul,So,Nachmittag,,Schwer,0.0
CFF0BC672EBC3E39E053DDB9D80AA169,2021.0,Okt,Mo,Abend,,Leicht,0.0
F7F5E824A7410186E0530AB38B027E8D,2023.0,Mar,Mi,Nachmittag,,Leicht,0.0
0101941F718001F2E0630AB38B029439,2023.0,Jul,Di,Nachmittag,,Leicht,0.0
02F2F546858201FAE0630AB38B021112,2023.0,Aug,Mi,Nachmittag,,Leicht,0.0
075625E462330136E0630AB38B0204BF,2023.0,Okt,So,Vormittag,,Schwer,1.0
076D4FD4FF530140E0630AB38B025736,2023.0,Okt,Sa,Abend,,Leicht,0.0
08EAE88083A301E6E0630AB38B026A3A,2023.0,Nov,Sa,Nachmittag,,Leicht,0.0
A59B31ABCE80CE12E05328B9D80AEC0B,2020.0,Mai,So,Abend,,Schwer,1.0
B05C5D0CA2731E7DE05329B9D80AAFB7,2020.0,Sep,Fr,Vormittag,,Leicht,0.0
C7237DAD15531BA1E053DDB9D80AAD88,2021.0,Jul,Fr,Nachmittag,,Leicht,0.0
D80FC9165DE5309BE053DDB9D80A32EB,2022.0,Jan,Mo,Abend,,Schwer,0.0
E564EC78317C019EE0530AB38B02173A,2022.0,Jun,Di,Abend,,Schwer,0.0
E659E986941D01F6E0530AB38B026CED,2022.0,Jul,So,Nachmittag,,Schwer,0.0
E6C650CB94EA0118E0530AB38B025801,2022.0,Aug,Mo,Abend,,Leicht,0.0
E9CB011D507A01E6E0530AB38B021F88,2022.0,Sep,Fr,Nachmittag,,Leicht,0.0
EA5B043042360174E0530AB38B02E87F,2022.0,Okt,So,Nachmittag,,Schwer,1.0
ED59B90A7B160198E0530AB38B020AD4,2022.0,Nov,Fr,Nachmittag,,Leicht,0.0
EEB18D9EA035017AE0530AB38B024C76,2022.0,Dez,Fr,Abend,,Leicht,0.0
EF251FE430DA0178E0530AB38B02AB6A,2022.0,Nov,Di,Vormittag,,Leicht,0.0
F271C5042FFC018CE0530AB38B02521F,2023.0,Jan,Mi,Vormittag,,Schwer,0.0
F622810DD11902E0E0530AB38B02D236,2023.0,Mar,So,Nachmittag,,Leicht,0.0
F7A2F4D68D2901DAE0530AB38B023243,2023.0,Mar,Mi,Abend,,Schwer,1.0
99AE2B69F7E970E8E0430A865E3370E8,2011.0,Jan,Do,Abend,,Leicht,0.0
9BF0F575051F6006E0430A865E336006,2011.0,Feb,So,Nachmittag,,Leicht,0.0
A0C9BFD97466B04CE0430A865E33B04C,2011.0,Apr,Do,Vormittag,,Leicht,0.0
A774A9B821F300CAE0430A83942700CA,2011.0,Jul,Sa,Vormittag,,Schwer,0.0
A777CC4396770012E0430A8394270012,2011.0,Jul,Di,Nachmittag,,Leicht,1.0
AAC3D094F15B00AEE0430A83942700AE,2011.0,Aug,Mi,Abend,,Leicht,0.0
AAC3E0655CAE01F4E0430A83942701F4,2011.0,Aug,Di,Abend,,Leicht,0.0
AAC434B14E5800E0E0430A83942700E0,2011.0,Aug,Sa,Vormittag,,Leicht,1.0
B1054BC94D48014CE0430A839427014C,2011.0,Okt,Mo,Nachmittag,,Schwer,0.0
B14E59CCE90B000CE0430A839427000C,2011.0,Nov,Fr,Vormittag,,Leicht,0.0
B3ECE10EFEFA0184E0430A8394270184,2012.0,Jan,Mi,Vormittag,,Schwer,1.0
B3ECE648BC55004CE0430A839427004C,2011.0,Dez,Mo,Vormittag,,Schwer,0.0
BEE5EA5B2B130196E0430A839427F371,2012.0,Mai,Fr,Nachmittag,,Leicht,0.0
C023B314A0F30126E0430A839427ACC5,2012.0,Mai,So,Nachmittag,,Leicht,0.0
C474AA0D1E1200EEE0430A8394274822,2012.0,Jul,Sa,Nachmittag,,Leicht,0.0
CB88EC5046720118E0430A83942717D8,2012.0,Okt,Mi,Vormittag,,Leicht,0.0
DE2959A9EBA40110E0430A83942731A3,2013.0,Jun,Sa,Vormittag,,Schwer,0.0
F66E9C5D05BA0154E0430A83942786B9,2014.0,Feb,Do,Vormittag,,Schwer,0.0
0418F3A2E7A10036E0530A839427B555,2014.0,Okt,So,Nacht,,Leicht,0.0
041D12D744B90164E0530A8394271ADB,2014.0,Okt,Sa,Abend,,Leicht,0.0
04317F7A72530140E0530A8394276715,2014.0,Okt,Fr,Vormittag,,Schwer,0.0
088202E98530001EE0530A8394276101,2014.0,Nov,Mo,Nachmittag,,Leicht,0.0
0C39DF48AE320192E0530A83942709CD,2015.0,Jan,Sa,Nachmittag,,Leicht,0.0
10779A7EE9190236E0530A8394279797,2015.0,Mar,Di,Nachmittag,,Leicht,0.0
10779A7F14BB0236E0530A8394279797,2015.0,Mar,Mi,Nachmittag,,Leicht,0.0
131DDEB2C58901A6E0530A839427D1C9,2015.0,Apr,Do,Abend,,Leicht,0.0
1760C331D6570114E0530A8394273713,2015.0,Jun,Sa,Vormittag,,Leicht,0.0
198CA2C15B860196E0530A8394278689,2015.0,Jun,So,Abend,,Schwer,1.0
198CA2C1D55B0196E0530A8394278689,2015.0,Jul,Mi,Nachmittag,,Leicht,0.0
19A3EAC30C300284E0530A839427CF0C,2015.0,Jul,So,Nachmittag,,Leicht,0.0
19A3EAC3DBBE0284E0530A839427CF0C,2015.0,Jul,So,Vormittag,,Schwer,0.0
1EAC53F5A2A50298E0530A8394277910,2015.0,Sep,Do,Nachmittag,,Leicht,0.0
C474AA0DF0BA00EEE0430A8394274822,2012.0,Aug,Fr,Nachmittag,,Leicht,1.0
D3C8250579BD0178E0430A839427BB02,2013.0,Jan,Fr,Nachmittag,,Leicht,0.0
E7995C76EF2D01B4E0430A83942716B3,2013.0,Aug,Sa,Nachmittag,,Leicht,0.0
E7995C77D56401B4E0430A83942716B3,2013.0,Nov,Mo,Abend,,Leicht,0.0
E83855E4178E0164E0430A8394279EE4,2013.0,Aug,Di,Abend,,Schwer,0.0
ED166CE0146900BAE0430A83942796B2,2013.0,Dez,Mo,Nachmittag,,Leicht,0.0
F2D166A05F6802A4E0430A839427821E,2014.0,Mar,Di,Nachmittag,,Leicht,0.0
F670FFEF2B060142E0430A8394279CD7,2014.0,Apr,So,Vormittag,,Leicht,0.0
FB026C105DFC0032E0430A839427C491,2014.0,Jun,Fr,Vormittag,,Leicht,0.0
00E44C40864101E8E0530A839427E7CD,2014.0,Sep,Sa,Abend,,Leicht,0.0
176F7BCAA44702F4E0530A83942766A3,2015.0,Jun,Do,Nachmittag,,Leicht,0.0
1AD52C24883200CEE0530A839427DC6D,2015.0,Jul,Fr,Abend,,Leicht,0.0
1AD53480289101CAE0530A83942779F1,2015.0,Jul,Do,Nachmittag,,Leicht,0.0
27DA88E88FC800B6E0530A839427A007,2016.0,Jan,Mo,Abend,,Leicht,1.0
2C45728B591F0118E0530A8394273858,2016.0,Feb,So,Nacht,,Leicht,0.0
2D5C28B606C90168E0530A839427AD09,2016.0,Mar,Do,Nachmittag,,Leicht,0.0
33F6450D2FAC00AAE0530A8394270F21,2016.0,Jun,Di,Nachmittag,,Leicht,0.0
37D5FA68B6D7016AE0530A8394278C34,2016.0,Jul,So,Nachmittag,,Leicht,1.0
398A2E2913010064E0530A839427975B,2016.0,Jul,Mo,Vormittag,,Leicht,0.0
3CD78B77180101F0E0530A839427A823,2016.0,Sep,Mo,Vormittag,,Leicht,0.0
3D639B8FFC770184E0530A83942732DC,2016.0,Sep,Mo,Nachmittag,,Leicht,0.0
3D63A534F62101C6E0530A83942756FD,2016.0,Sep,Fr,Abend,,Leicht,1.0
435F96E4CD0E01CCE0530A8394276963,2016.0,Dez,Di,Vormittag,,Leicht,0.0
61F36144F04101C6E0530A839427A236,2018.0,Jan,Fr,Vormittag,,Leicht,0.0
6A68D56FD4760198E0530A839427CD92,2018.0,Apr,Mi,Vormittag,,Leicht,0.0
721BB5F1915501D2E0530A8394278AA3,2018.0,Aug,So,Nachmittag,,Leicht,0.0
79431C9C032F0146E0530A8394274973,2018.0,Okt,Di,Abend,,Leicht,0.0
7972B84B8F7901F0E0530A83942727FC,2018.0,Okt,Mi,Nachmittag,,Leicht,0.0
8ECC31E4B04C74F1E05328B9D80A9689,2019.0,Jul,Di,Nacht,,Leicht,0.0
721BACFF10E20182E0530A8394270F71,2018.0,Aug,Sa,Nachmittag,,Schwer,0.0
7568534718190220E0530A839427B775,2018.0,Sep,Mi,Abend,,Leicht,0.0
7C6B7C9B919A193DE05328B9D80A2784,2018.0,Dez,Fr,Nachmittag,,Leicht,0.0
824DB05D3C0B6C02E05328B9D80A89D1,2019.0,Feb,Fr,Nachmittag,,Leicht,0.0
82656C723ED36C39E05328B9D80A71F6,2019.0,Feb,Di,Vormittag,,Leicht,0.0
872E64A9D245B21AE05329B9D80AC728,2019.0,Apr,Fr,Nachmittag,,Schwer,0.0
8C871FCD6C1A398CE05328B9D80A9D26,2019.0,Jun,So,Nachmittag,,Leicht,0.0
8C997BB80B3F3997E05328B9D80A683E,2019.0,Jul,Mo,Nachmittag,,Schwer,1.0
9250BFAA54B4580AE05328B9D80AF65C,2019.0,Sep,Do,Nachmittag,,Schwer,0.0
96B4BE87F6C8DFACE05328B9D80AC087,2019.0,Nov,Di,Nachmittag,,Schwer,0.0
9C7C5BBB341D9D8CE05329B9D80AC8DA,2020.0,Jan,So,Nachmittag,,Leicht,0.0
A59B31510D9ACDB2E05328B9D80A36C7,2020.0,Mai,Fr,Abend,,Leicht,0.0
A790DC8AD83319BEE05329B9D80A4C37,2020.0,Jun,Fr,Nachmittag,,Leicht,0.0
A8A8D66DCDF51CB3E05328B9D80AF4E3,2020.0,Jun,Mo,Nachmittag,,Schwer,0.0
A94A1AF75DCD9531E05328B9D80A893C,2020.0,Jun,Di,Nachmittag,,Leicht,0.0
ABE822AF651EEA71E05329B9D80ABE6F,2020.0,Aug,So,Abend,,Leicht,0.0
ABF41293FB43EA7CE05329B9D80AE665,2020.0,Aug,Do,Nachmittag,,Leicht,0.0
AE1912E0AE45EFA7E05329B9D80A5B3F,2020.0,Sep,Do,Abend,,Leicht,0.0
AE4F810FA95FEFDAE05329B9D80ABF03,2020.0,Sep,Do,Nachmittag,,Leicht,0.0
B073DEC1946E1E99E05329B9D80AD7A3,2020.0,Sep,Sa,Abend,,Leicht,0.0
C167F1B7CC238BA2E053DDB9D80A2523,2021.0,Mai,Sa,Nachmittag,,Leicht,0.0
C39DAE957EE35FC9E053DDB9D80AF380,2021.0,Jun,So,Nachmittag,,Schwer,0.0
CF405DDCA8986D63E053DDB9D80A7DBD,2021.0,Okt,Do,Vormittag,,Leicht,0.0
028CA1B3EE590112E0630AB38B02FFF2,2023.0,Aug,Sa,Nachmittag,,Leicht,1.0
0C73C038B64E02E8E0630AB38B027830,2023.0,Dez,Mo,Nachmittag,,Leicht,0.0
8AC4E7D2E8ADAEA8E05328B9D80A6676,2019.0,Jun,Sa,Nachmittag,,Leicht,0.0
A11C6FDB7F2D6361E05328B9D80AF867,2020.0,Mar,Mi,Nachmittag,,Leicht,0.0
A59B31ABF2DACE12E05328B9D80AEC0B,2020.0,Mai,Mi,Abend,,Leicht,0.0
C9D5FF8CA31695C8E053DDB9D80ADBA1,2021.0,Aug,Do,Nachmittag,,Schwer,0.0
CAAF1AAE03472BB3E053DDB9D80A2FD3,2021.0,Aug,Sa,Vormittag,,Leicht,1.0
CAD5B3EE0BBD9107E053DDB9D80AA9E0,2021.0,Aug,Fr,Nachmittag,,Leicht,0.0
CAEC362CEBB78894E053DDB9D80A7A31,2021.0,Aug,Di,Vormittag,,Leicht,0.0
D069772A5FEE001EE053DDB9D80A33D4,2021.0,Nov,Mi,Vormittag,,Leicht,0.0
D3D3D3F30105470BE053DDB9D80A7423,2021.0,Dez,So,Nacht,,Leicht,0.0
D5C416ABF15257E4E053DDB9D80AA2F0,2022.0,Jan,Do,Abend,,Leicht,0.0
DC226644B44601C0E0530AB38B029441,2022.0,Apr,Mo,Vormittag,,Leicht,0.0
E0FEF8C143E501BAE0530AB38B02915C,2022.0,Mai,Mo,Vormittag,,Schwer,0.0
E25D5F089C660194E0530AB38B023451,2022.0,Jun,Fr,Nachmittag,,Leicht,0.0
E30F6F399EC601D0E0530AB38B020466,2022.0,Mai,Do,Nachmittag,,Leicht,0.0
E954621BB03D014AE0530AB38B02C043,2022.0,Sep,So,Nachmittag,,Leicht,0.0
EC3F1D0E8B01010EE0530AB38B0210F2,2022.0,Okt,So,Vormittag,,Leicht,0.0
FAD90A90549A0190E0530AB38B02451A,2023.0,Mai,Mo,Vormittag,,Leicht,0.0
FEF19222245F01DCE0530AB38B02E3FB,2023.0,Jun,Mo,Nachmittag,,Schwer,0.0
0898839471EC0220E0630AB38B029474,2023.0,Okt,Fr,Vormittag,,Schwer,1.0
9776B7752A2A3080E0430A865E333080,2011.0,Jan,Mi,Vormittag,,Leicht,0.0
9BFF56396741A07EE0430A865E33A07E,2011.0,Feb,Di,Nachmittag,,Leicht,0.0
9F9FBB43EBDAA02EE0430A865E33A02E,2011.0,Apr,So,Abend,,Leicht,0.0
A05548EA4245402EE0430A865E33402E,2011.0,Apr,Do,Abend,,Schwer,1.0
A2349D0293FB307CE0430A865E33307C,2011.0,Mai,Mo,Nachmittag,,Leicht,1.0
A24D2566D85FE0C4E0430A865E33E0C4,2011.0,Mai,Mo,Vormittag,,Schwer,0.0
A5D2A773B579B0A8E0430A865E33B0A8,2011.0,Jun,Mi,Vormittag,,Schwer,0.0
A777CC43C6F40012E0430A8394270012,2011.0,Jul,Fr,Abend,,Leicht,1.0
ADE978B9E049000AE0430A839427000A,2011.0,Sep,Mi,Nachmittag,,Leicht,0.0
B07FFC5AB061012AE0430A839427012A,2011.0,Sep,Di,Nachmittag,,Leicht,0.0
B1054BC98570014CE0430A839427014C,2011.0,Okt,Mo,Vormittag,,Leicht,0.0
BB1C03DF33DA0152E0430A8394270152,2012.0,Mar,Di,Abend,,Leicht,0.0
