AccidentUID,AccidentYear,AccidentMonth,AccidentWeekDay,AccidentHour,CantonCode,AccidentSeverityCategory,AccidentInvolvingMotorcycle
string,,,,,,,
meta,,,,,,,
string,,,,,,,
meta,,,,,,,
AEF10D1D5C87C449E05329B9D80AF98B,2020.0,Aug,Sa,Nachmittag,,Leicht,0.0
AF5A74C87767C4E0E05329B9D80ACBEC,2020.0,Sep,Mi,Abend,,Leicht,0.0
BA4238296B92D162E053DDB9D80A089C,2021.0,Feb,Mo,Vormittag,,Leicht,0.0
C168A2FE490A8BA4E053DDB9D80AFFBC,2021.0,Mai,Fr,Abend,,Leicht,0.0
CCA67072411193C6E053DDB9D80ABDB2,2021.0,Sep,Di,Nachmittag,,Leicht,0.0
D2000B5A33FD9FC5E053DDB9D80A3EDF,2021.0,Nov,Fr,Vormittag,,Leicht,0.0
D319D0A525F24BD4E053DDB9D80A984F,2021.0,Dez,Sa,Nachmittag,,Leicht,0.0
D5609EEFDA37B452E053DDB9D80A48E8,2022.0,Jan,Fr,Nachmittag,,Schwer,0.0
DF593BF3C25401AAE0530AB38B02872A,2022.0,Mai,Di,Abend,,Leicht,1.0
832AA0E5E11E0978E05328B9D80A73A5,2019.0,Feb,Mi,Abend,,Leicht,0.0
83CF3E0552FE099EE05328B9D80A019B,2019.0,Mar,So,Nacht,,Tot,1.0
85090E268B44D4EBE05328B9D80A2E78,2019.0,Mar,Mi,Abend,,Leicht,1.0
872F56162D31B2D4E05329B9D80A8CCB,2019.0,Apr,Mo,Nachmittag,,Leicht,0.0
8ACB153F5D64AEAAE05328B9D80A4F4A,2019.0,Jun,Fr,Nacht,,Leicht,1.0
8C9AE9813D52399FE05328B9D80A199B,2019.0,Jul,Mo,Nachmittag,,Leicht,1.0
93319C4C13FC3966E05328B9D80AB0AD,2019.0,Sep,Mo,Nachmittag,,Leicht,0.0
A59B24482566CE92E05328B9D80A79DA,2020.0,Mai,Do,Vormittag,,Schwer,0.0
A5E981EE1D35CF6EE05328B9D80A2FB9,2020.0,Mai,Sa,Abend,,Leicht,0.0
A790E490599C19DCE05329B9D80A3F0B,2020.0,Jun,Di,Vormittag,,Schwer,0.0
A9C09DFC4CF871C2E05328B9D80AC091,2020.0,Jun,Do,Vormittag,,Schwer,0.0
AD0ED53B882AEAC1E05329B9D80ACDCD,2020.0,Aug,Do,Vormittag,,Schwer,0.0
AE1912E0C31DEFA7E05329B9D80A5B3F,2020.0,Sep,Sa,Nachmittag,,Leicht,0.0
AE192F6320E5EF82E05329B9D80AF2F4,2020.0,Sep,Di,Vormittag,,Schwer,0.0
CAC090FC64C02BDBE053DDB9D80A9BE4,2021.0,Aug,Mo,Nachmittag,,Leicht,0.0
CAC6C525F93FC767E053DDB9D80A8786,2021.0,Aug,Mo,Abend,,Leicht,0.0
DACA10FA74EACBA9E053DDB9D80A81FA,2022.0,Mar,Mi,Nachmittag,,Schwer,0.0
E2F7A0BB5F3501FEE0530AB38B027BDE,2022.0,Jul,Mo,Nachmittag,,Schwer,0.0
E3D2ACF859A4019AE0530AB38B0251C3,2022.0,Jul,Fr,Vormittag,,Schwer,1.0
E4279872D5D4013EE0530AB38B021BE2,2022.0,Jul,Sa,Vormittag,,Schwer,0.0
ED58E9AFDB2001D4E0530AB38B02ADB4,2022.0,Nov,Mo,Nachmittag,,Leicht,0.0
89498D0898407A34E05328B9D80AFB2B,2019.0,Mai,Mi,Vormittag,,Schwer,1.0
98B9AE5D14A49238E05329B9D80A6695,2019.0,Dez,Mi,Abend,,Leicht,0.0
A10AA76876209F2DE05328B9D80A0603,2020.0,Mar,Fr,Nachmittag,,Leicht,0.0
A1FB7A51A9AA0586E05328B9D80AEF86,2020.0,Apr,Do,Nachmittag,,Leicht,0.0
A765EA35CCE8F063E05329B9D80ABF88,2020.0,Jun,Sa,Vormittag,,Leicht,0.0
A8A8D66DD04D1CB3E05328B9D80AF4E3,2020.0,Jun,Mo,Nachmittag,,Leicht,1.0
B35704C185A88DC5E053DDB9D80AD3C0,2020.0,Nov,Sa,Vormittag,,Leicht,0.0
B3A8ED09DC773C79E053DDB9D80AA688,2020.0,Nov,Di,Nachmittag,,Leicht,0.0
BA303E25F476D15FE053DDB9D80A6F3A,2021.0,Feb,Di,Nachmittag,,Schwer,0.0
C0431B8979C326E8E053DDB9D80A9A58,2021.0,Apr,Fr,Nachmittag,,Leicht,0.0
C04DF66604A32747E053DDB9D80A72A8,2021.0,Apr,Di,Nacht,,Leicht,0.0
C39AF18D61C55EB6E053DDB9D80ADE5F,2021.0,Jun,Mi,Nachmittag,,Leicht,0.0
C5F852F385F644F4E053DDB9D80A198F,2021.0,Jun,Fr,Nachmittag,,Leicht,0.0
C9D2F8E09EA89304E053DDB9D80A5D44,2021.0,Aug,Sa,Nachmittag,,Schwer,1.0
CCABF1E55D7107D3E053DDB9D80AFC2D,2021.0,Sep,Sa,Abend,,Schwer,0.0
CE107474CA719A8AE053DDB9D80ADADE,2021.0,Okt,Do,Nachmittag,,Leicht,0.0
CE9C6C07B2B985C5E053DDB9D80A4E2A,2021.0,Okt,Do,Nachmittag,,Leicht,0.0
DB5B9002FB2FC901E053DDB9D80A71F5,2022.0,Mar,Di,Vormittag,,Leicht,0.0
DC0C446FC07F0166E0530AB38B0252EE,2022.0,Mar,Do,Nachmittag,,Leicht,0.0
DE02E07B4DB7016EE0530AB38B02B3AA,2022.0,Apr,Mi,Nachmittag,,Leicht,1.0
DE91075690C00104E0530AB38B023E0F,2022.0,Mai,Mo,Vormittag,,Schwer,1.0
DEC5237D6CAC01C0E0530AB38B02E8AA,2022.0,Mai,Sa,Nachmittag,,Leicht,0.0
E192A2F7EE9701E0E0530AB38B028D70,2022.0,Jun,Mo,Nachmittag,,Leicht,0.0
F7DCDDD11DF1017AE0530AB38B02D4B8,2023.0,Mar,Do,Nachmittag,,Leicht,0.0
032DD442027F019AE0630AB38B02B73A,2023.0,Aug,Fr,Nachmittag,,Schwer,0.0
91763380387F3AFDE05328B9D80A497C,2019.0,Sep,Fr,Nachmittag,,Leicht,0.0
96B4BE87D976DFACE05328B9D80AC087,2019.0,Okt,Mi,Nachmittag,,Leicht,0.0
9D2EC8C3AFED9DD6E05329B9D80A78AF,2020.0,Jan,Mo,Vormittag,,Leicht,0.0
A0F52D0D8ABC63F2E05328B9D80AA538,2020.0,Mar,Mi,Nachmittag,,Leicht,0.0
A9C0310FE45D71BAE05328B9D80A6F39,2020.0,Jun,Fr,Nachmittag,,Leicht,0.0
AF94AB0B41D2E830E05329B9D80A03BE,2020.0,Sep,Do,Nachmittag,,Leicht,0.0
B1331280FFE0BF02E05329B9D80A9B85,2020.0,Okt,Fr,Vormittag,,Leicht,0.0
B15252E18DB4BF16E05329B9D80AA479,2020.0,Okt,Mi,Nacht,,Schwer,0.0
B3A9A7F5282B3CB1E053DDB9D80A4E5D,2020.0,Dez,Fr,Nachmittag,,Leicht,0.0
BE9908ABEFD38761E053DDB9D80A72F7,2021.0,Mar,So,Abend,,Schwer,0.0
CEC4E75C8D8DD962E053DDB9D80A0BAC,2021.0,Okt,Mo,Vormittag,,Leicht,0.0
D433929E338FE723E053DDB9D80AB166,2021.0,Nov,Mo,Nachmittag,,Leicht,0.0
DE2B384ABC7F0178E0530AB38B027B7B,2022.0,Apr,Sa,Nacht,,Leicht,0.0
E0D87BA9496D01F8E0530AB38B022E2D,2022.0,Mai,Mi,Nachmittag,,Leicht,0.0
E3AF5F4E2B4101B0E0530AB38B0287D9,2022.0,Jun,Fr,Nachmittag,,Leicht,0.0
E748E0C43F6701A4E0530AB38B022062,2022.0,Sep,So,Abend,,Leicht,0.0
A4F5448E4F1C9631E05328B9D80AFC38,2020.0,Mai,Mo,Abend,,Schwer,0.0
A9C09DFC973771C2E05328B9D80AC091,2020.0,Jul,Sa,Nacht,,Leicht,0.0
B6A387905CB702B4E053DDB9D80AA5B4,2020.0,Dez,Di,Nachmittag,,Leicht,0.0
BC75ABCE84BC25D5E053DDB9D80AFF65,2021.0,Mar,Mo,Nachmittag,,Leicht,1.0
C53931B0E9B3ABBDE053DDB9D80A8EE9,2021.0,Jun,So,Nachmittag,,Schwer,0.0
C65A42F4505BE460E053DDB9D80A8B86,2021.0,Jun,Fr,Vormittag,,Leicht,0.0
CEC4EABA0ECEE34DE053DDB9D80A25CB,2021.0,Sep,So,Nachmittag,,Leicht,0.0
D275B2B736B74E32E053DDB9D80AC97B,2021.0,Aug,Mi,Nachmittag,,Schwer,1.0
D5FEC636987B4339E053DDB9D80A2E2B,2022.0,Jan,Di,Nachmittag,,Leicht,0.0
D793A26022241121E053DDB9D80A7BD1,2022.0,Feb,Fr,Vormittag,,Leicht,0.0
E2A5B5847B11013AE0530AB38B02E071,2022.0,Jun,Do,Vormittag,,Leicht,0.0
E70CC898EF4A0190E0530AB38B02829E,2022.0,Aug,Fr,Nachmittag,,Schwer,0.0
E75D7504064501D0E0530AB38B02B348,2022.0,Aug,Di,Abend,,Leicht,0.0
E9CB011D565201E6E0530AB38B021F88,2022.0,Sep,Fr,Nachmittag,,Leicht,0.0
EFB0FDC45B9901ECE0530AB38B025BD8,2022.0,Dez,Fr,Nachmittag,,Leicht,0.0
F38A365FFFD5025EE0530AB38B020726,2023.0,Jan,Mo,Vormittag,,Leicht,0.0
83291B3A7A3D095BE05328B9D80ACEF8,2019.0,Mar,Mo,Vormittag,,Tot,0.0
8C872B86CBD13990E05328B9D80ABAA0,2019.0,Jul,Do,Nachmittag,,Leicht,1.0
8CD7590B6EFE39C1E05328B9D80A4C0E,2019.0,Jul,Mo,Nachmittag,,Leicht,0.0
96BCC0241611DFB1E05328B9D80A27AA,2019.0,Nov,Mi,Nachmittag,,Leicht,0.0
A4BAC3C6145395DFE05328B9D80A4245,2020.0,Mai,Fr,Nachmittag,,Leicht,0.0
A7925A8FCB961A01E05329B9D80A629A,2020.0,Jun,Sa,Abend,,Schwer,0.0
AAF1AACE7B47B8F5E05328B9D80AA17E,2020.0,Jul,Sa,Nacht,,Leicht,0.0
B13312803DD1BF02E05329B9D80A9B85,2020.0,Okt,Fr,Vormittag,,Leicht,0.0
B89B567101607775E053DDB9D80A1E22,2021.0,Jan,Do,Nachmittag,,Leicht,0.0
BD429402534303EBE053DDB9D80AB8E8,2021.0,Mar,Do,Nacht,,Leicht,0.0
C0431B893BDA26E8E053DDB9D80A9A58,2021.0,Apr,Do,Nachmittag,,Leicht,0.0
C46D290B81D88BDEE053DDB9D80AC790,2021.0,Jun,Mi,Abend,,Leicht,1.0
C79F5EC8E6D2EA37E053DDB9D80A718D,2021.0,Jul,Mi,Vormittag,,Schwer,0.0
CAFFE41EC2EA1456E053DDB9D80AC65B,2021.0,Sep,Mi,Nachmittag,,Leicht,0.0
CF29A0411472C121E053DDB9D80AFB96,2021.0,Okt,Do,Vormittag,,Leicht,1.0
D8FD00E71CDB9107E053DDB9D80A7A43,2022.0,Feb,Mo,Nachmittag,,Schwer,0.0
DEC4ACBD95CA0152E0530AB38B02C10B,2022.0,Mai,Mi,Abend,,Leicht,0.0
E54FF82C93A90168E0530AB38B02476F,2022.0,Aug,Do,Abend,,Leicht,0.0
EAD8A35AD57A012CE0530AB38B02FA24,2022.0,Okt,So,Nachmittag,,Leicht,0.0
0496B2786033010EE0630AB38B025EF1,2023.0,Sep,Sa,Nachmittag,,Leicht,0.0
054C9A11A9730270E0630AB38B0271A3,2023.0,Sep,Do,Vormittag,,Leicht,1.0
A7925A8FBA0E1A01E05329B9D80A629A,2020.0,Jun,Do,Nachmittag,,Schwer,0.0
A9C03110532B71BAE05328B9D80A6F39,2020.0,Jul,Mo,Nachmittag,,Leicht,0.0
AAF3FDAAAEE6B918E05328B9D80A8E31,2020.0,Jul,Mo,Abend,,Leicht,0.0
AFF8AA3F6795905FE05328B9D80A671C,2020.0,Sep,Sa,Nachmittag,,Leicht,0.0
BD420D37AE4603E1E053DDB9D80A09A3,2021.0,Mar,Do,Abend,,Leicht,0.0
C5D1BFE6B6DD1676E053DDB9D80A4197,2021.0,Jun,Mo,Nachmittag,,Schwer,0.0
C7B0ADC786BA98ABE053DDB9D80AA7BC,2021.0,Jul,So,Nacht,,Leicht,0.0
CD868C7A8CD19F0EE053DDB9D80A5672,2021.0,Sep,Mi,Vormittag,,Leicht,0.0
D5494B0EB57654E0E053DDB9D80A4056,2022.0,Jan,Mi,Abend,,Leicht,0.0
D6DD90E078CD728CE053DDB9D80A75B0,2022.0,Jan,Mo,Abend,,Leicht,0.0
D906071E49DA91A5E053DDB9D80A83DC,2022.0,Feb,So,Nachmittag,,Leicht,0.0
DD16AB4D9D330112E0530AB38B026760,2022.0,Apr,Fr,Abend,,Leicht,0.0
DD8B8B01711201B6E0530AB38B02FE87,2022.0,Apr,Mi,Abend,,Schwer,0.0
E30A350612A301A4E0530AB38B0269C2,2022.0,Jul,Di,Vormittag,,Leicht,1.0
E4287769F7BA01FEE0530AB38B02A221,2022.0,Jul,Di,Nachmittag,,Schwer,0.0
E825D69D1E91019EE0530AB38B02DBF5,2022.0,Aug,Di,Abend,,Schwer,0.0
F497BED4B2D9012CE0530AB38B020270,2023.0,Feb,Di,Vormittag,,Leicht,0.0
F87D677EB73202AAE0530AB38B027DEC,2023.0,Apr,Do,Nachmittag,,Leicht,0.0
FA8A7F8ED1A101DEE0530AB38B0283DE,2023.0,Apr,Sa,Vormittag,,Leicht,0.0
FF40B691FB9901E0E0530AB38B022944,2023.0,Mai,Mo,Nachmittag,,Leicht,0.0
FFA8625C4BAB0156E0530AB38B02D82E,2023.0,Jul,Di,Nachmittag,,Leicht,0.0
04C03456B3820268E0630AB38B02E106,2023.0,Sep,Mi,Abend,,Schwer,0.0
05DF08A25F97010EE0630AB38B02EF5E,2023.0,Sep,Mi,Nachmittag,,Leicht,0.0
067E9463AEF80146E0630AB38B029400,2023.0,Sep,Mi,Vormittag,,Leicht,0.0
07E95D4CE7AE0228E0630AB38B026B92,2023.0,Sep,Fr,Vormittag,,Leicht,0.0
098BF89A853C0206E0630AB38B026DF8,2023.0,Nov,Di,Nachmittag,,Leicht,0.0
A7B7C7C8044D1A12E05329B9D80A260E,2020.0,Mai,Mi,Nachmittag,,Schwer,0.0
C5CDC800E0EEB31CE053DDB9D80AC072,2021.0,Jun,Fr,Vormittag,,Leicht,0.0
CDC3A979091AE9DAE053DDB9D80AF473,2021.0,Jun,Sa,Vormittag,,Leicht,0.0
D2B898FBE0DE8D48E053DDB9D80A52CD,2021.0,Dez,Mo,Vormittag,,Leicht,0.0
D58B1796FD6D223CE053DDB9D80A2C14,2022.0,Jan,So,Nacht,,Leicht,0.0
DECB12A6BDB90146E0530AB38B02BCCF,2022.0,Mai,Fr,Vormittag,,Leicht,0.0
E5650901174A01F6E0530AB38B025ACD,2022.0,Aug,Sa,Nachmittag,,Leicht,0.0
E6D00160D164014AE0530AB38B028F6C,2022.0,Aug,Sa,Vormittag,,Leicht,0.0
E775269339500118E0530AB38B028B51,2022.0,Aug,Mo,Nachmittag,,Leicht,0.0
E811E40ED5C901BEE0530AB38B024024,2022.0,Sep,Sa,Nachmittag,,Schwer,0.0
ED180631C0A50130E0530AB38B02DCA0,2022.0,Nov,Mi,Vormittag,,Leicht,0.0
F312C5D3DAF90286E0530AB38B020BF4,2023.0,Jan,Mo,Nachmittag,,Leicht,0.0
F4E8F0C2FEB101C6E0530AB38B021BEA,2023.0,Feb,Di,Vormittag,,Schwer,0.0
F6358FE4D0FC01ECE0530AB38B02A4FE,2023.0,Mar,Fr,Nachmittag,,Schwer,0.0
FB68497AA14001CEE0530AB38B025C03,2023.0,Mai,Mi,Nachmittag,,Schwer,1.0
FE1155294222017AE0530AB38B020B78,2023.0,Jun,Sa,Nachmittag,,Schwer,0.0
98E1926B19D2923EE05329B9D80A9561,2019.0,Dez,Mo,Vormittag,,Leicht,0.0
A59B315143E7CDB2E05328B9D80A36C7,2020.0,Mai,Mi,Vormittag,,Schwer,0.0
AFCF2C46756B9043E05328B9D80A1D20,2020.0,Sep,Mo,Vormittag,,Leicht,0.0
B89B56714EB67775E053DDB9D80A1E22,2021.0,Jan,Di,Vormittag,,Leicht,0.0
BA3009269D19D156E053DDB9D80A4AB4,2021.0,Feb,Di,Vormittag,,Leicht,0.0
C15B8BABBC528B9EE053DDB9D80AEDC5,2021.0,Mai,Di,Vormittag,,Leicht,0.0
C39DAE9574D75FC9E053DDB9D80AF380,2021.0,Mai,Sa,Vormittag,,Leicht,0.0
C55D04E0E86D355BE053DDB9D80A51B3,2021.0,Jun,Mo,Abend,,Schwer,0.0
C722F4C2A222BA34E053DDB9D80AD144,2021.0,Jul,Mo,Nachmittag,,Schwer,0.0
CEEDC3751879167BE053DDB9D80AADDD,2021.0,Sep,Sa,Nachmittag,,Leicht,0.0
D832C4322028CA29E053DDB9D80AD9A6,2022.0,Feb,Mi,Vormittag,,Leicht,0.0
EFB0A7A77BD00162E0530AB38B024987,2022.0,Dez,Di,Vormittag,,Schwer,1.0
00FDB81E750502E8E0630AB38B02DC02,2023.0,Jun,Mi,Nachmittag,,Leicht,0.0
0EC2E8208BCA0154E0630AB38B02D0FD,2023.0,Nov,Fr,Nachmittag,,Schwer,0.0
A1FB7A51E3240586E05328B9D80AEF86,2020.0,Apr,Sa,Nachmittag,,Leicht,0.0
AAF1DBDADCF7B907E05328B9D80A00C5,2020.0,Jul,Sa,Nachmittag,,Leicht,0.0
ABE83BF3F771EA78E05329B9D80AE067,2020.0,Aug,Di,Nachmittag,,Schwer,0.0
B15252E133C7BF16E05329B9D80AA479,2020.0,Okt,Sa,Abend,,Leicht,0.0
B5D1AD7EA9F01338E053DDB9D80AC1F4,2020.0,Dez,Fr,Abend,,Schwer,0.0
C46CEE9C52D48AAFE053DDB9D80A0463,2021.0,Jun,Fr,Nachmittag,,Leicht,1.0
C7B0B0AE17929F0FE053DDB9D80A747B,2021.0,Jul,Do,Nachmittag,,Leicht,0.0
C8B79B4908E10EA5E053DDB9D80A1F98,2021.0,Aug,Do,Nachmittag,,Leicht,0.0
C8B79B491E520EA5E053DDB9D80A1F98,2021.0,Aug,Fr,Nachmittag,,Leicht,0.0
CB9E419C540B4CC5E053DDB9D80AA8C5,2021.0,Sep,Sa,Nachmittag,,Leicht,1.0
D1E8A831A4AB0B54E053DDB9D80A317F,2021.0,Nov,So,Nacht,,Leicht,0.0
D239F56923AE2E93E053DDB9D80AA6B9,2021.0,Dez,Mi,Abend,,Leicht,0.0
D8FD3A1164DE918CE053DDB9D80A05A8,2022.0,Feb,Mo,Nacht,,Leicht,1.0
D93AB225D7FF78C6E053DDB9D80A7A0C,2022.0,Mar,Fr,Nachmittag,,Leicht,0.0
DBFE0D05707801D4E0530AB38B0224B2,2022.0,Mar,Mi,Vormittag,,Schwer,0.0
DC5C49D3875D0196E0530AB38B02135B,2022.0,Apr,Di,Nachmittag,,Leicht,0.0
DD2BA84C390401F4E0530AB38B02DD06,2022.0,Apr,Sa,Nachmittag,,Leicht,0.0
DFC268A1374C0198E0530AB38B029559,2022.0,Mai,Do,Vormittag,,Leicht,1.0
E05EE6307BE50122E0530AB38B02F837,2022.0,Jun,Mi,Nachmittag,,Leicht,0.0
E104D9D59A7C019AE0530AB38B021065,2022.0,Jun,Mi,Nachmittag,,Leicht,0.0
E3201CF44C4D01E2E0530AB38B02C78E,2022.0,Jul,Do,Nachmittag,,Leicht,0.0
E9014233EEFC01C6E0530AB38B02E164,2022.0,Aug,Mi,Nachmittag,,Leicht,1.0
EDAB9DE7E3F0017AE0530AB38B02FB70,2022.0,Nov,So,Abend,,Leicht,0.0
F325E804696702C6E0530AB38B02F9CD,2023.0,Jan,Do,Nachmittag,,Leicht,0.0
F4E8F0C2E50E01C6E0530AB38B021BEA,2023.0,Feb,Sa,Nachmittag,,Leicht,1.0
FB298F7C004C01DEE0530AB38B024712,2023.0,Apr,Fr,Abend,,Schwer,0.0
00D2C4BD74C302AEE0630AB38B02DE69,2023.0,Jul,Di,Abend,,Leicht,0.0
06B54D1861580240E0630AB38B02D016,2023.0,Sep,Fr,Abend,,Leicht,0.0
06B550ADD5EE02D6E0630AB38B02616E,2023.0,Sep,Sa,Nachmittag,,Schwer,1.0
08F00DC5C196017AE0630AB38B02A48B,2023.0,Okt,Mo,Vormittag,,Leicht,0.0
C15B8326E6688B92E053DDB9D80ADF00,2021.0,Mai,Di,Vormittag,,Leicht,0.0
C168A2FE626E8BA4E053DDB9D80AFFBC,2021.0,Mai,Mi,Vormittag,,Schwer,0.0
C5CDAFFFE00417E9E053DDB9D80AC046,2021.0,Jun,Di,Abend,,Leicht,0.0
CDAC9D17E07E8FB1E053DDB9D80A0F2D,2021.0,Okt,So,Nachmittag,,Schwer,1.0
E08661D9DAE6015CE0530AB38B0230CB,2022.0,Jun,Fr,Vormittag,,Schwer,0.0
FAB0C9BA75B7010AE0530AB38B02F387,2023.0,Apr,Di,Nachmittag,,Leicht,0.0
FACC5B5D7E610196E0530AB38B02724B,2023.0,Mai,Mo,Vormittag,,Schwer,0.0
FBC8CE6E141101ACE0530AB38B02D54F,2023.0,Mai,Sa,Abend,,Leicht,0.0
FBC99D4D6B4D01ECE0530AB38B02C29F,2023.0,Mar,Fr,Vormittag,,Schwer,0.0
FEA0B7FFD2AA01D8E0530AB38B02491E,2023.0,Jun,Sa,Nachmittag,,Leicht,1.0
FF036790EBE701ACE0530AB38B027A74,2023.0,Jun,Mo,Vormittag,,Leicht,0.0
001021DDF71F01CEE0630AB38B02EEA2,2023.0,Jul,So,Abend,,Leicht,0.0
053727CE785801D0E0630AB38B022A30,2023.0,Sep,Di,Vormittag,,Schwer,0.0
063CFE7C855401BAE0630AB38B02B082,2023.0,Aug,Mo,Vormittag,,Leicht,1.0
0AB9EA6CBF76028CE0630AB38B02B3E5,2023.0,Nov,Mi,Nachmittag,,Leicht,1.0
0BD46A1B530D010CE0630AB38B024328,2023.0,Dez,Do,Abend,,Leicht,0.0
0C4E481DCCE00108E0630AB38B02A99F,2023.0,Dez,Fr,Vormittag,,Leicht,0.0
9C008A46BC224CD1E05329B9D80A18B3,2020.0,Jan,Sa,Nachmittag,,Leicht,0.0
ABE822B02713EA71E05329B9D80ABE6F,2020.0,Aug,So,Nachmittag,,Leicht,1.0
BF75722253818F18E053DDB9D80A8F0B,2021.0,Apr,Sa,Abend,,Leicht,0.0
C8A388110F844D39E053DDB9D80A5FA0,2021.0,Jul,Di,Abend,,Schwer,0.0
CC1881AB749CF8AFE053DDB9D80AFE12,2021.0,Sep,Sa,Vormittag,,Leicht,1.0
CC1D53B4DC86EA6FE053DDB9D80A40E5,2021.0,Sep,Di,Abend,,Leicht,0.0
D2B2A56675DB4B2EE053DDB9D80AA29F,2021.0,Dez,Sa,Abend,,Leicht,0.0
DAF86E4CA2A27055E053DDB9D80AB411,2022.0,Mar,Di,Nachmittag,,Leicht,1.0
E3987DD0DCDC01D2E0530AB38B02B21E,2022.0,Jul,Mi,Abend,,Schwer,0.0
E5E4E9EBC9AC01D4E0530AB38B028158,2022.0,Aug,Mi,Nachmittag,,Leicht,0.0
E74AB19551190104E0530AB38B02CD0B,2022.0,Aug,Mo,Vormittag,,Schwer,0.0
EA56E8B9770501D0E0530AB38B02A5F1,2022.0,Okt,Mi,Nachmittag,,Leicht,0.0
ED0E2817C2D20110E0530AB38B026697,2022.0,Jun,So,Abend,,Schwer,0.0
EED48BC8CEE20148E0530AB38B02A999,2022.0,Dez,Fr,Nachmittag,,Leicht,0.0
01EC5888E20601F4E0630AB38B027BFE,2023.0,Jul,Mi,Nachmittag,,Leicht,0.0
02F2F546306701FAE0630AB38B021112,2023.0,Mai,Sa,Nachmittag,,Leicht,0.0
036A31E93B4101AAE0630AB38B02DA95,2023.0,Aug,Mi,Vormittag,,Leicht,0.0
0432E9B2A3F30132E0630AB38B024598,2023.0,Aug,So,Nachmittag,,Leicht,0.0
07F9A752EC7F015CE0630AB38B02E4C8,2023.0,Okt,Mo,Nachmittag,,Leicht,0.0
09F08CA630A80150E0630AB38B0261DB,2023.0,Nov,Mo,Vormittag,,Schwer,0.0
0BAAF10774AD023EE0630AB38B02CD04,2023.0,Dez,Do,Nachmittag,,Leicht,1.0
ABF59DA123E2EA82E05329B9D80AAA40,2020.0,Aug,Sa,Nachmittag,,Leicht,0.0
ABF59DA16D2EEA82E05329B9D80AAA40,2020.0,Aug,Mo,Nachmittag,,Leicht,0.0
AD0ED53B95F8EAC1E05329B9D80ACDCD,2020.0,Aug,Do,Vormittag,,Leicht,0.0
B0EAFD3D40168E31E05328B9D80A03AB,2020.0,Okt,Do,Nachmittag,,Leicht,0.0
BA40E5E4C830D16CE053DDB9D80A20FD,2021.0,Feb,Do,Nachmittag,,Schwer,0.0
DD2483E1A5710116E0530AB38B025E2A,2022.0,Apr,Do,Nachmittag,,Schwer,0.0
DEC5AAA2F2B201A4E0530AB38B024EFB,2022.0,Mai,Fr,Abend,,Leicht,0.0
E3826E7B6904016CE0530AB38B02ABFC,2022.0,Jul,Mo,Nachmittag,,Leicht,0.0
E7E976824AD6019CE0530AB38B022D49,2022.0,Sep,Mi,Nachmittag,,Leicht,0.0
EBD5C8D927D60178E0530AB38B02B842,2022.0,Okt,Fr,Nacht,,Leicht,0.0
EDF740FBCABD01A2E0530AB38B02282E,2022.0,Nov,Di,Nachmittag,,Leicht,1.0
FA240C23A764014AE0530AB38B02A56B,2023.0,Apr,Di,Nachmittag,,Leicht,0.0
FD000BD1918C0152E0530AB38B021A18,2023.0,Mai,Fr,Vormittag,,Schwer,0.0
FF0B1CE2B6270296E0530AB38B027145,2023.0,Jun,Do,Vormittag,,Leicht,0.0
00098A697BA801B0E0630AB38B02C0F4,2023.0,Jun,Fr,Vormittag,,Leicht,0.0
000A4B8AA6AB02AAE0630AB38B024CF6,2023.0,Jul,So,Nachmittag,,Leicht,0.0
01EC588950A901F4E0630AB38B027BFE,2023.0,Aug,Sa,Nachmittag,,Leicht,0.0
081FB10E24D201DCE0630AB38B02E155,2023.0,Okt,So,Nachmittag,,Leicht,0.0
09139B5FF8840160E0630AB38B0228EE,2023.0,Okt,Fr,Nachmittag,,Leicht,0.0
AAF1B0A5B5C3B8E5E05328B9D80A5D3B,2020.0,Jul,Sa,Nachmittag,,Schwer,0.0
C8B79B4870280EA5E053DDB9D80A1F98,2021.0,Aug,Mo,Nachmittag,,Schwer,0.0
D0D1D8C1E8C7DACAE053DDB9D80AD487,2021.0,Nov,Di,Vormittag,,Leicht,0.0
D150F555CD6ED3FCE053DDB9D80A06BC,2021.0,Nov,Mo,Abend,,Leicht,1.0
D6DD91570C249676E053DDB9D80A1FF1,2022.0,Jan,Fr,Abend,,Leicht,0.0
D9CA6031B34B7A1FE053DDB9D80A8C73,2022.0,Jan,Mi,Nachmittag,,Leicht,0.0
DC5C49D34F030196E0530AB38B02135B,2022.0,Apr,Di,Nachmittag,,Leicht,0.0
E0D881DA1997018CE0530AB38B02422D,2022.0,Jun,So,Abend,,Leicht,0.0
E9CB011D2CAB01E6E0530AB38B021F88,2022.0,Sep,Fr,Vormittag,,Leicht,0.0
EAD4923E4ACF0122E0530AB38B027882,2022.0,Okt,Di,Nachmittag,,Leicht,1.0
EFA43BCC999C01A2E0530AB38B02ACE6,2022.0,Dez,Mo,Nachmittag,,Leicht,0.0
F0674CD193CE01C0E0530AB38B02941A,2022.0,Dez,Sa,Vormittag,,Schwer,0.0
F21120BA9B0801A2E0530AB38B028CDE,2023.0,Jan,Mo,Vormittag,,Schwer,0.0
FA8A0256D51C0186E0530AB38B020058,2023.0,Mai,Mo,Nachmittag,,Leicht,0.0
FA8A18B6D6C50130E0530AB38B023211,2023.0,Apr,So,Nachmittag,,Leicht,0.0
